episode_id,episode_idx,reverse_provider,reverse_episode,reverse_goal_offset_to_s0_m,return_success,distance_to_start_terminal
128,88,dataset_reverse_path_neighbor,episode_index=288;episode_id=460;matched_waypoints=5;mean_distance_m=1.349,NOT_FOUND,False,2.2895243167877197
922,534,dataset_reverse_path_neighbor,episode_index=840;episode_id=1435;matched_waypoints=5;mean_distance_m=0.750,NOT_FOUND,False,10.858264923095703
1119,647,dataset_reverse_path_neighbor,episode_index=354;episode_id=583;matched_waypoints=4;mean_distance_m=0.475,NOT_FOUND,True,0.8020685911178589
129,89,dataset_reverse_path_neighbor,episode_index=288;episode_id=460;matched_waypoints=5;mean_distance_m=1.349,NOT_FOUND,True,2.8063223361968994
422,268,dataset_reverse_path_neighbor,episode_index=435;episode_id=739;matched_waypoints=6;mean_distance_m=0.000,NOT_FOUND,True,1.5077201128005981
1759,1038,dataset_reverse_path_neighbor,episode_index=366;episode_id=601;matched_waypoints=7;mean_distance_m=0.000,NOT_FOUND,True,0.6050227284431458
314,205,dataset_reverse_path_neighbor,episode_index=807;episode_id=1372;matched_waypoints=4;mean_distance_m=1.552,NOT_FOUND,False,5.710759162902832
1155,671,dataset_reverse_path_neighbor,episode_index=681;episode_id=1168;matched_waypoints=5;mean_distance_m=0.000,NOT_FOUND,True,1.6871832609176636
1178,688,dataset_reverse_path_neighbor,episode_index=783;episode_id=1336;matched_waypoints=4;mean_distance_m=0.000,NOT_FOUND,True,1.7095321416854858
512,319,dataset_reverse_path_neighbor,episode_index=429;episode_id=721;matched_waypoints=4;mean_distance_m=0.000,NOT_FOUND,False,3.4318220615386963
418,264,dataset_reverse_path_neighbor,episode_index=639;episode_id=1108;matched_waypoints=6;mean_distance_m=0.000,NOT_FOUND,False,5.856000900268555
1139,658,dataset_reverse_path_neighbor,episode_index=660;episode_id=1141;matched_waypoints=5;mean_distance_m=0.000,NOT_FOUND,True,2.625495433807373
500,310,dataset_reverse_path_neighbor,episode_index=792;episode_id=1351;matched_waypoints=5;mean_distance_m=0.369,NOT_FOUND,True,2.9838969707489014
577,351,dataset_reverse_path_neighbor,episode_index=105;episode_id=151;matched_waypoints=5;mean_distance_m=0.000,NOT_FOUND,True,2.327407121658325
930,539,dataset_reverse_path_neighbor,episode_index=198;episode_id=307;matched_waypoints=7;mean_distance_m=1.519,NOT_FOUND,True,1.8308429718017578
1008,581,dataset_reverse_path_neighbor,episode_index=93;episode_id=139;matched_waypoints=5;mean_distance_m=0.000,NOT_FOUND,True,1.9754136800765991
601,366,dataset_reverse_path_neighbor,episode_index=1038;episode_id=1759;matched_waypoints=7;mean_distance_m=0.000,NOT_FOUND,False,6.980301380157471
854,490,dataset_reverse_path_neighbor,episode_index=1038;episode_id=1759;matched_waypoints=6;mean_distance_m=0.191,NOT_FOUND,True,2.126274824142456
1516,888,dataset_reverse_path_neighbor,episode_index=276;episode_id=442;matched_waypoints=4;mean_distance_m=1.213,NOT_FOUND,True,1.9290508031845093
1380,815,dataset_reverse_path_neighbor,episode_index=951;episode_id=1633;matched_waypoints=4;mean_distance_m=0.831,NOT_FOUND,True,1.456885814666748
33,20,dataset_reverse_path_neighbor,episode_index=135;episode_id=199;matched_waypoints=4;mean_distance_m=1.070,NOT_FOUND,False,0.0
1378,813,dataset_reverse_path_neighbor,episode_index=951;episode_id=1633;matched_waypoints=4;mean_distance_m=0.831,NOT_FOUND,False,5.475706100463867
286,189,dataset_reverse_path_neighbor,episode_index=696;episode_id=1189;matched_waypoints=4;mean_distance_m=0.000,NOT_FOUND,True,1.8326369524002075
1336,783,dataset_reverse_path_neighbor,episode_index=687;episode_id=1177;matched_waypoints=4;mean_distance_m=0.960,NOT_FOUND,False,4.09625768661499
1337,784,dataset_reverse_path_neighbor,episode_index=687;episode_id=1177;matched_waypoints=4;mean_distance_m=0.960,NOT_FOUND,False,3.054293394088745
1338,785,dataset_reverse_path_neighbor,episode_index=687;episode_id=1177;matched_waypoints=4;mean_distance_m=0.960,NOT_FOUND,False,3.7350640296936035
1713,1004,dataset_reverse_path_neighbor,episode_index=585;episode_id=1018;matched_waypoints=4;mean_distance_m=0.316,NOT_FOUND,True,1.0126945972442627
1801,1062,dataset_reverse_path_neighbor,episode_index=930;episode_id=1579;matched_waypoints=5;mean_distance_m=0.279,NOT_FOUND,False,3.5088675022125244
126,86,dataset_reverse_path_neighbor,episode_index=942;episode_id=1612;matched_waypoints=5;mean_distance_m=0.215,NOT_FOUND,True,1.9955848455429077
428,271,dataset_reverse_path_neighbor,episode_index=66;episode_id=94;matched_waypoints=6;mean_distance_m=0.245,NOT_FOUND,False,17.91063117980957
810,479,dataset_reverse_path_neighbor,episode_index=816;episode_id=1381;matched_waypoints=5;mean_distance_m=0.919,NOT_FOUND,True,1.4604363441467285
1137,656,dataset_reverse_path_neighbor,episode_index=984;episode_id=1681;matched_waypoints=6;mean_distance_m=0.000,NOT_FOUND,False,6.118305206298828
